from	to	kind	evidence
src/sql/engine/expr/ob_expr_log.cpp	src/sql/engine/expr/ob_expr_log.h	definition	defs=3 oceanbase::sql::ObExprLog
src/sql/engine/expr/ob_expr_log.cpp	src/sql/engine/expr/ob_expr_log.h	include	L18
src/sql/engine/expr/ob_expr_log.cpp	src/sql/engine/expr/ob_expr_log.h	own-header	same stem
src/sql/engine/expr/ob_expr_log.cpp	src/sql/engine/expr/ob_expr_pow.h	include	L19
src/sql/engine/expr/ob_expr_log.cpp	src/sql/session/ob_sql_session_info.h	include	L20
src/sql/engine/expr/ob_expr_log.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_log10.cpp	src/sql/engine/expr/ob_expr_log10.h	definition	defs=4 oceanbase::sql::ObExprLog10
src/sql/engine/expr/ob_expr_log10.cpp	src/sql/engine/expr/ob_expr_log10.h	include	L18
src/sql/engine/expr/ob_expr_log10.cpp	src/sql/engine/expr/ob_expr_log10.h	own-header	same stem
src/sql/engine/expr/ob_expr_log10.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_log2.cpp	src/sql/engine/expr/ob_expr_log2.h	definition	defs=4 oceanbase::sql::ObExprLog2
src/sql/engine/expr/ob_expr_log2.cpp	src/sql/engine/expr/ob_expr_log2.h	include	L18
src/sql/engine/expr/ob_expr_log2.cpp	src/sql/engine/expr/ob_expr_log2.h	own-header	same stem
src/sql/engine/expr/ob_expr_log2.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_lower.cpp	src/data_plane/api/data_plane/encoding/ob_ascii_util.h	include	L26
src/sql/engine/expr/ob_expr_lower.cpp	src/sql/engine/expr/ob_expr_lob_utils.h	include	L25
src/sql/engine/expr/ob_expr_lower.cpp	src/sql/engine/expr/ob_expr_lower.h	definition	defs=16 oceanbase::sql::ObExprLowerUpper
src/sql/engine/expr/ob_expr_lower.cpp	src/sql/engine/expr/ob_expr_lower.h	include	L23
src/sql/engine/expr/ob_expr_lower.cpp	src/sql/engine/expr/ob_expr_lower.h	own-header	same stem
src/sql/engine/expr/ob_expr_lower.cpp	src/sql/session/ob_sql_session_info.h	include	L24
src/sql/engine/expr/ob_expr_lower.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_lrpad.cpp	src/sql/engine/expr/ob_expr_lob_utils.h	include	L22
src/sql/engine/expr/ob_expr_lrpad.cpp	src/sql/engine/expr/ob_expr_lrpad.h	definition	defs=29 oceanbase::sql::ObExprBaseLRpad
src/sql/engine/expr/ob_expr_lrpad.cpp	src/sql/engine/expr/ob_expr_lrpad.h	include	L19
src/sql/engine/expr/ob_expr_lrpad.cpp	src/sql/engine/expr/ob_expr_lrpad.h	own-header	same stem
src/sql/engine/expr/ob_expr_lrpad.cpp	src/sql/engine/ob_exec_context.h	include	L20
src/sql/engine/expr/ob_expr_lrpad.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_lrpad.h	src/sql/engine/expr/ob_i_expr_extra_info.h	include	L21
src/sql/engine/expr/ob_expr_make_set.cpp	src/sql/engine/expr/ob_expr_concat_ws.h	include	L19
src/sql/engine/expr/ob_expr_make_set.cpp	src/sql/engine/expr/ob_expr_make_set.h	definition	defs=7 oceanbase::sql::ObExprMakeSet
src/sql/engine/expr/ob_expr_make_set.cpp	src/sql/engine/expr/ob_expr_make_set.h	include	L18
src/sql/engine/expr/ob_expr_make_set.cpp	src/sql/engine/expr/ob_expr_make_set.h	own-header	same stem
src/sql/engine/expr/ob_expr_make_set.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_makedate.cpp	src/sql/engine/expr/ob_expr_makedate.h	definition	defs=6 oceanbase::sql::ObExprMakedate
src/sql/engine/expr/ob_expr_makedate.cpp	src/sql/engine/expr/ob_expr_makedate.h	include	L18
src/sql/engine/expr/ob_expr_makedate.cpp	src/sql/engine/expr/ob_expr_makedate.h	own-header	same stem
src/sql/engine/expr/ob_expr_makedate.h	src/oblib/lib/allocator/ob_allocator.h	include	L20
src/sql/engine/expr/ob_expr_makedate.h	src/sql/engine/expr/ob_expr_operator.h	include	L21
src/sql/engine/expr/ob_expr_maketime.cpp	src/sql/engine/expr/ob_expr_maketime.h	definition	defs=7 oceanbase::sql::ObExprMakeTime
src/sql/engine/expr/ob_expr_maketime.cpp	src/sql/engine/expr/ob_expr_maketime.h	include	L19
src/sql/engine/expr/ob_expr_maketime.cpp	src/sql/engine/expr/ob_expr_maketime.h	own-header	same stem
src/sql/engine/expr/ob_expr_maketime.h	src/oblib/lib/allocator/ob_allocator.h	include	L20
src/sql/engine/expr/ob_expr_maketime.h	src/sql/engine/expr/ob_expr_operator.h	include	L21
src/sql/engine/expr/ob_expr_map.cpp	src/sql/engine/expr/ob_array_expr_utils.h	include	L20
src/sql/engine/expr/ob_expr_map.cpp	src/sql/engine/expr/ob_expr_map.h	definition	defs=7 oceanbase::sql::ObExprMap
src/sql/engine/expr/ob_expr_map.cpp	src/sql/engine/expr/ob_expr_map.h	include	L18
src/sql/engine/expr/ob_expr_map.cpp	src/sql/engine/expr/ob_expr_map.h	own-header	same stem
src/sql/engine/expr/ob_expr_map.cpp	src/sql/engine/expr/ob_expr_result_type_util.h	include	L19
src/sql/engine/expr/ob_expr_map.cpp	src/sql/engine/ob_exec_context.h	include	L21
src/sql/engine/expr/ob_expr_map.h	src/oblib/common/udt/ob_array_utils.h	include	L22
src/sql/engine/expr/ob_expr_map.h	src/share/geo/ob_geo_utils.h	island	include L21
src/sql/engine/expr/ob_expr_map.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_map_keys.cpp	src/oblib/common/udt/ob_map_type.h	include	L22
src/sql/engine/expr/ob_expr_map_keys.cpp	src/sql/engine/expr/ob_array_expr_utils.h	include	L20
src/sql/engine/expr/ob_expr_map_keys.cpp	src/sql/engine/expr/ob_expr_map_keys.h	definition	defs=15 oceanbase::sql::ObExprMapComponents
src/sql/engine/expr/ob_expr_map_keys.cpp	src/sql/engine/expr/ob_expr_map_keys.h	include	L18
src/sql/engine/expr/ob_expr_map_keys.cpp	src/sql/engine/expr/ob_expr_map_keys.h	own-header	same stem
src/sql/engine/expr/ob_expr_map_keys.cpp	src/sql/engine/expr/ob_expr_result_type_util.h	include	L19
src/sql/engine/expr/ob_expr_map_keys.cpp	src/sql/engine/ob_exec_context.h	include	L21
src/sql/engine/expr/ob_expr_map_keys.h	src/oblib/common/udt/ob_array_utils.h	include	L22
src/sql/engine/expr/ob_expr_map_keys.h	src/share/geo/ob_geo_utils.h	island	include L21
src/sql/engine/expr/ob_expr_map_keys.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_md5.cpp	src/sql/engine/expr/ob_expr_md5.h	definition	defs=6 oceanbase::sql::ObExprMd5
src/sql/engine/expr/ob_expr_md5.cpp	src/sql/engine/expr/ob_expr_md5.h	include	L19
src/sql/engine/expr/ob_expr_md5.cpp	src/sql/engine/expr/ob_expr_md5.h	own-header	same stem
src/sql/engine/expr/ob_expr_md5.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_mid.cpp	src/sql/engine/expr/ob_expr_mid.h	own-header	same stem
src/sql/engine/expr/ob_expr_mid.h	src/sql/engine/expr/ob_expr_substr.h	include	L20
src/sql/engine/expr/ob_expr_minus.cpp	src/oblib/rpc/obmysql/ob_mysql_util.h	include	L24
src/sql/engine/expr/ob_expr_minus.cpp	src/sql/engine/expr/ob_batch_eval_util.h	include	L21
src/sql/engine/expr/ob_expr_minus.cpp	src/sql/engine/expr/ob_expr_minus.h	definition	defs=63 oceanbase::sql::ObExprMinus; L163 oceanbase::sql::ObExprMinus::minus_funcs_ declared at L26 (no DWARF definition); L184 oceanbase::sql::ObExprMinus::agg_minus_funcs_ declared at L26 (no DWARF definition)
src/sql/engine/expr/ob_expr_minus.cpp	src/sql/engine/expr/ob_expr_minus.h	include	L19
src/sql/engine/expr/ob_expr_minus.cpp	src/sql/engine/expr/ob_expr_minus.h	own-header	same stem
src/sql/engine/expr/ob_expr_minus.cpp	src/sql/engine/expr/ob_expr_result_type_util.h	include	L20
src/sql/engine/expr/ob_expr_minus.cpp	src/sql/engine/expr/ob_rt_datum_arith.h	include	L22
src/sql/engine/expr/ob_expr_minus.cpp	src/sql/resolver/expr/ob_raw_expr_util.h	include	L23
src/sql/engine/expr/ob_expr_minus.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_mod.cpp	src/oblib/rpc/obmysql/ob_mysql_util.h	include	L22
src/sql/engine/expr/ob_expr_mod.cpp	src/sql/engine/expr/ob_expr_mod.h	definition	defs=14 oceanbase::sql::ObExprMod; L77 oceanbase::sql::ObExprMod::mod_funcs_ declared at L26 (no DWARF definition)
src/sql/engine/expr/ob_expr_mod.cpp	src/sql/engine/expr/ob_expr_mod.h	include	L19
src/sql/engine/expr/ob_expr_mod.cpp	src/sql/engine/expr/ob_expr_mod.h	own-header	same stem
src/sql/engine/expr/ob_expr_mod.cpp	src/sql/engine/expr/ob_expr_result_type_util.h	include	L20
src/sql/engine/expr/ob_expr_mod.cpp	src/sql/session/ob_sql_session_info.h	include	L21
src/sql/engine/expr/ob_expr_mod.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_mul.cpp	src/oblib/rpc/obmysql/ob_mysql_util.h	include	L23
src/sql/engine/expr/ob_expr_mul.cpp	src/sql/engine/expr/ob_batch_eval_util.h	include	L21
src/sql/engine/expr/ob_expr_mul.cpp	src/sql/engine/expr/ob_expr_mul.h	definition	defs=109 oceanbase::sql::ObExprMul; L131 oceanbase::sql::ObExprMul::mul_funcs_ declared at L27 (no DWARF definition); L155 oceanbase::sql::ObExprMul::agg_mul_funcs_ declared at L27 (no DWARF definition)
src/sql/engine/expr/ob_expr_mul.cpp	src/sql/engine/expr/ob_expr_mul.h	include	L19
src/sql/engine/expr/ob_expr_mul.cpp	src/sql/engine/expr/ob_expr_mul.h	own-header	same stem
src/sql/engine/expr/ob_expr_mul.cpp	src/sql/engine/expr/ob_expr_result_type_util.h	include	L20
src/sql/engine/expr/ob_expr_mul.cpp	src/sql/resolver/expr/ob_raw_expr_util.h	include	L22
src/sql/engine/expr/ob_expr_mul.h	src/sql/engine/expr/ob_expr_operator.h	include	L21
src/sql/engine/expr/ob_expr_multi_mode_func_helper.cpp	src/sql/engine/expr/ob_expr_multi_mode_func_helper.h	definition	defs=3 oceanbase::sql::MultimodeAlloctor
src/sql/engine/expr/ob_expr_multi_mode_func_helper.cpp	src/sql/engine/expr/ob_expr_multi_mode_func_helper.h	include	L18
src/sql/engine/expr/ob_expr_multi_mode_func_helper.cpp	src/sql/engine/expr/ob_expr_multi_mode_func_helper.h	own-header	same stem
src/sql/engine/expr/ob_expr_multi_mode_func_helper.h	src/oblib/lib/allocator/page_arena.h	include	L21
src/sql/engine/expr/ob_expr_multi_mode_func_helper.h	src/sql/session/ob_sql_session_info.h	include	L20
src/sql/engine/expr/ob_expr_mysql_port.cpp	src/oblib/rpc/obmysql/ob_sql_nio_server.h	include	L19
src/sql/engine/expr/ob_expr_mysql_port.cpp	src/share/ob_server_struct.h	include	L18
src/sql/engine/expr/ob_expr_mysql_port.cpp	src/sql/engine/expr/ob_expr_mysql_port.h	definition	defs=5 oceanbase::sql::ObExprMySQLPort
src/sql/engine/expr/ob_expr_mysql_port.cpp	src/sql/engine/expr/ob_expr_mysql_port.h	include	L17
src/sql/engine/expr/ob_expr_mysql_port.cpp	src/sql/engine/expr/ob_expr_mysql_port.h	own-header	same stem
src/sql/engine/expr/ob_expr_mysql_port.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/oblib/common/object/ob_obj_type.h	include	L26
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/engine/expr/ob_expr_lob_utils.h	include	L21
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/engine/expr/ob_expr_mysql_proc_info.h	definition	defs=15 oceanbase::sql::ObExprMysqlProcInfo
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/engine/expr/ob_expr_mysql_proc_info.h	include	L19
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/engine/expr/ob_expr_mysql_proc_info.h	own-header	same stem
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/engine/expr/ob_expr_util.h	include	L20
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/engine/ob_exec_context.h	include	L22
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/ob_spi.h	include	L23
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/pl/ob_pl_stmt.h	include	L24
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/printer/ob_schema_printer.h	include	L25
src/sql/engine/expr/ob_expr_mysql_proc_info.cpp	src/sql/resolver/ob_resolver_utils.h	include	L27
src/sql/engine/expr/ob_expr_mysql_proc_info.h	src/oblib/lib/container/ob_iarray.h	include	L21
src/sql/engine/expr/ob_expr_mysql_proc_info.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_mysql_proc_info.h	src/sql/session/ob_sql_session_info.h	include	L22
src/sql/engine/expr/ob_expr_name_const.cpp	src/sql/engine/expr/ob_expr_name_const.h	definition	defs=5 oceanbase::sql::ObExprNameConst
src/sql/engine/expr/ob_expr_name_const.cpp	src/sql/engine/expr/ob_expr_name_const.h	include	L19
src/sql/engine/expr/ob_expr_name_const.cpp	src/sql/engine/expr/ob_expr_name_const.h	own-header	same stem
src/sql/engine/expr/ob_expr_name_const.h	src/oblib/lib/ob_name_def.h	include	L19
src/sql/engine/expr/ob_expr_name_const.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_name_const.h	src/sql/session/ob_sql_session_info.h	include	L21
src/sql/engine/expr/ob_expr_neg.cpp	src/share/datum/ob_datum_util.h	include	L19
src/sql/engine/expr/ob_expr_neg.cpp	src/sql/engine/expr/ob_expr_neg.h	definition	defs=4 oceanbase::sql::ObExprNeg
src/sql/engine/expr/ob_expr_neg.cpp	src/sql/engine/expr/ob_expr_neg.h	include	L18
src/sql/engine/expr/ob_expr_neg.cpp	src/sql/engine/expr/ob_expr_neg.h	own-header	same stem
src/sql/engine/expr/ob_expr_neg.cpp	src/sql/engine/expr/ob_expr_result_type_util.h	include	L20
src/sql/engine/expr/ob_expr_neg.cpp	src/sql/session/ob_sql_session_info.h	include	L21
src/sql/engine/expr/ob_expr_neg.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_normal.cpp	src/sql/engine/expr/ob_distribution.h	include	L19
src/sql/engine/expr/ob_expr_normal.cpp	src/sql/engine/expr/ob_expr_normal.h	definition	defs=7 oceanbase::sql::ObExprNormal
src/sql/engine/expr/ob_expr_normal.cpp	src/sql/engine/expr/ob_expr_normal.h	include	L18
src/sql/engine/expr/ob_expr_normal.cpp	src/sql/engine/expr/ob_expr_normal.h	own-header	same stem
src/sql/engine/expr/ob_expr_normal.cpp	src/sql/engine/ob_exec_context.h	include	L20
src/sql/engine/expr/ob_expr_normal.h	src/sql/engine/expr/ob_expr_operator.h	include	L21
src/sql/engine/expr/ob_expr_not.cpp	src/sql/engine/expr/ob_expr_not.h	definition	defs=5 oceanbase::sql::ObExprNot
src/sql/engine/expr/ob_expr_not.cpp	src/sql/engine/expr/ob_expr_not.h	include	L18
src/sql/engine/expr/ob_expr_not.cpp	src/sql/engine/expr/ob_expr_not.h	own-header	same stem
src/sql/engine/expr/ob_expr_not.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_not_between.cpp	src/sql/engine/expr/ob_expr_not_between.h	definition	defs=2 oceanbase::sql::ObExprNotBetween
src/sql/engine/expr/ob_expr_not_between.cpp	src/sql/engine/expr/ob_expr_not_between.h	include	L17
src/sql/engine/expr/ob_expr_not_between.cpp	src/sql/engine/expr/ob_expr_not_between.h	own-header	same stem
src/sql/engine/expr/ob_expr_not_between.cpp	src/sql/session/ob_sql_session_info.h	include	L18
src/sql/engine/expr/ob_expr_not_between.h	src/oblib/lib/ob_name_def.h	include	L20
src/sql/engine/expr/ob_expr_not_between.h	src/sql/engine/expr/ob_expr_operator.h	include	L21
src/sql/engine/expr/ob_expr_not_equal.cpp	src/sql/engine/expr/ob_expr_not_equal.h	definition	defs=2 oceanbase::sql::ObExprNotEqual
src/sql/engine/expr/ob_expr_not_equal.cpp	src/sql/engine/expr/ob_expr_not_equal.h	include	L18
src/sql/engine/expr/ob_expr_not_equal.cpp	src/sql/engine/expr/ob_expr_not_equal.h	own-header	same stem
src/sql/engine/expr/ob_expr_not_equal.h	src/oblib/lib/ob_name_def.h	include	L21
src/sql/engine/expr/ob_expr_not_equal.h	src/share/object/ob_obj_cast.h	include	L22
src/sql/engine/expr/ob_expr_not_equal.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_not_exists.cpp	src/sql/engine/expr/ob_expr_not_exists.h	definition	defs=5 oceanbase::sql::ObExprNotExists
src/sql/engine/expr/ob_expr_not_exists.cpp	src/sql/engine/expr/ob_expr_not_exists.h	include	L18
src/sql/engine/expr/ob_expr_not_exists.cpp	src/sql/engine/expr/ob_expr_not_exists.h	own-header	same stem
src/sql/engine/expr/ob_expr_not_exists.h	src/sql/engine/expr/ob_expr_operator.h	include	L19
src/sql/engine/expr/ob_expr_not_in.cpp	src/oblib/common/ob_range.h	include	L19
src/sql/engine/expr/ob_expr_not_in.cpp	src/sql/engine/expr/ob_expr_not_in.h	include	L18
src/sql/engine/expr/ob_expr_not_in.cpp	src/sql/engine/expr/ob_expr_not_in.h	own-header	same stem
src/sql/engine/expr/ob_expr_not_in.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_null_safe_equal.cpp	src/sql/engine/expr/ob_expr_null_safe_equal.h	definition	defs=7 oceanbase::sql::ObExprNullSafeEqual
src/sql/engine/expr/ob_expr_null_safe_equal.cpp	src/sql/engine/expr/ob_expr_null_safe_equal.h	include	L18
src/sql/engine/expr/ob_expr_null_safe_equal.cpp	src/sql/engine/expr/ob_expr_null_safe_equal.h	own-header	same stem
src/sql/engine/expr/ob_expr_null_safe_equal.cpp	src/sql/session/ob_sql_session_info.h	include	L19
src/sql/engine/expr/ob_expr_null_safe_equal.h	src/oblib/lib/ob_name_def.h	include	L20
src/sql/engine/expr/ob_expr_null_safe_equal.h	src/sql/engine/expr/ob_expr_operator.h	include	L21
src/sql/engine/expr/ob_expr_nullif.cpp	src/oblib/rpc/obmysql/ob_mysql_util.h	include	L25
src/sql/engine/expr/ob_expr_nullif.cpp	src/sql/engine/expr/ob_datum_cast.h	include	L23
src/sql/engine/expr/ob_expr_nullif.cpp	src/sql/engine/expr/ob_expr_nullif.h	definition	defs=10 oceanbase::sql::ObExprNullif
src/sql/engine/expr/ob_expr_nullif.cpp	src/sql/engine/expr/ob_expr_nullif.h	include	L19
src/sql/engine/expr/ob_expr_nullif.cpp	src/sql/engine/expr/ob_expr_nullif.h	own-header	same stem
src/sql/engine/expr/ob_expr_nullif.cpp	src/sql/engine/ob_exec_context.h	include	L24
src/sql/engine/expr/ob_expr_nullif.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_nvl.cpp	src/oblib/rpc/obmysql/ob_mysql_util.h	include	L22
src/sql/engine/expr/ob_expr_nvl.cpp	src/sql/engine/expr/ob_expr_is.h	include	L21
src/sql/engine/expr/ob_expr_nvl.cpp	src/sql/engine/expr/ob_expr_nvl.h	definition	defs=8 oceanbase::sql::ObExprNvl
src/sql/engine/expr/ob_expr_nvl.cpp	src/sql/engine/expr/ob_expr_nvl.h	include	L18
src/sql/engine/expr/ob_expr_nvl.cpp	src/sql/engine/expr/ob_expr_nvl.h	own-header	same stem
src/sql/engine/expr/ob_expr_nvl.cpp	src/sql/engine/expr/ob_expr_promotion_util.h	include	L19
src/sql/engine/expr/ob_expr_nvl.cpp	src/sql/session/ob_sql_session_info.h	include	L20
src/sql/engine/expr/ob_expr_nvl.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_obj_access.cpp	src/sql/engine/expr/ob_expr_lob_utils.h	include	L20
src/sql/engine/expr/ob_expr_obj_access.cpp	src/sql/engine/expr/ob_expr_obj_access.h	definition	defs=29 oceanbase::sql::ObExprObjAccess::ExtraInfo
src/sql/engine/expr/ob_expr_obj_access.cpp	src/sql/engine/expr/ob_expr_obj_access.h	include	L18
src/sql/engine/expr/ob_expr_obj_access.cpp	src/sql/engine/expr/ob_expr_obj_access.h	own-header	same stem
src/sql/engine/expr/ob_expr_obj_access.cpp	src/sql/pl/ob_pl_resolver.h	include	L19
src/sql/engine/expr/ob_expr_obj_access.h	src/oblib/lib/container/ob_2d_array.h	include	L21
src/sql/engine/expr/ob_expr_obj_access.h	src/oblib/lib/container/ob_fast_array.h	include	L20
src/sql/engine/expr/ob_expr_obj_access.h	src/sql/engine/expr/ob_expr_operator.h	include	L19
src/sql/engine/expr/ob_expr_obj_access.h	src/sql/engine/expr/ob_i_expr_extra_info.h	include	L23
src/sql/engine/expr/ob_expr_obj_access.h	src/sql/pl/ob_pl_user_type.h	include	L22
src/sql/engine/expr/ob_expr_object_construct.cpp	src/sql/engine/expr/ob_expr_object_construct.h	definition	defs=22 oceanbase::sql::ObExprObjectConstruct
src/sql/engine/expr/ob_expr_object_construct.cpp	src/sql/engine/expr/ob_expr_object_construct.h	include	L19
src/sql/engine/expr/ob_expr_object_construct.cpp	src/sql/engine/expr/ob_expr_object_construct.h	own-header	same stem
src/sql/engine/expr/ob_expr_object_construct.cpp	src/sql/pl/ob_pl_resolver.h	include	L20
src/sql/engine/expr/ob_expr_object_construct.h	src/oblib/common/object/ob_object.h	include	L20
src/sql/engine/expr/ob_expr_object_construct.h	src/sql/engine/expr/ob_expr_operator.h	include	L21
src/sql/engine/expr/ob_expr_object_construct.h	src/sql/engine/expr/ob_expr_result_type_util.h	include	L24
src/sql/engine/expr/ob_expr_object_construct.h	src/sql/engine/expr/ob_i_expr_extra_info.h	include	L23
src/sql/engine/expr/ob_expr_object_construct.h	src/sql/pl/ob_pl_type.h	include	L22
src/sql/engine/expr/ob_expr_object_construct.h	src/sql/resolver/expr/ob_raw_expr.h	include	L25
src/sql/engine/expr/ob_expr_obversion.cpp	src/sql/engine/expr/ob_expr_obversion.h	definition	defs=5 oceanbase::sql::ObExprObVersion
src/sql/engine/expr/ob_expr_obversion.cpp	src/sql/engine/expr/ob_expr_obversion.h	include	L17
src/sql/engine/expr/ob_expr_obversion.cpp	src/sql/engine/expr/ob_expr_obversion.h	own-header	same stem
src/sql/engine/expr/ob_expr_obversion.h	src/sql/engine/expr/ob_expr_operator.h	include	L20
src/sql/engine/expr/ob_expr_operator.cpp	src/oblib/common/object/ob_object.h	include	L30
src/sql/engine/expr/ob_expr_operator.cpp	src/oblib/rpc/obmysql/ob_mysql_util.h	include	L31
src/sql/engine/expr/ob_expr_operator.cpp	src/query/api/query/engine/expr/ob_expr_operator.h	definition	defs=177 oceanbase::sql::ObExprOperator; L1426 oceanbase::sql::ObExprOperator::enumset_calc_types_ declared at L304 (no DWARF definition); L4709 oceanbase::sql::ObMinMaxExprOperator::calc_without_cast declared at L1952 (no DWARF definition); L4759 oceanbase::sql::ObMinMaxExprOperator::calc_with_cast declared at L1952 (no DWARF definition); +1 more from the source
src/sql/engine/expr/ob_expr_operator.cpp	src/query/api/query/engine/expr/ob_expr_res_type.h	definition	defs=3 oceanbase::sql::ObExprResType
src/sql/engine/expr/ob_expr_operator.cpp	src/share/ob_lob_access_utils.h	include	L32
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/expr/ob_expr_add.h	include	L20
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/expr/ob_expr_func_round.h	include	L27
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/expr/ob_expr_minus.h	include	L22
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/expr/ob_expr_null_safe_equal.h	include	L24
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/expr/ob_expr_operator.h	include	L19
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/expr/ob_expr_operator.h	own-header	same stem
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/expr/ob_expr_result_type_util.h	include	L21
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/expr/ob_expr_subquery_ref.h	include	L23
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/engine/subquery/ob_subplan_filter_op.h	include	L25; L26
src/sql/engine/expr/ob_expr_operator.cpp	src/sql/session/ob_sql_session_info.h	include	L28
src/sql/engine/expr/ob_expr_operator.h	src/query/api/query/engine/expr/ob_expr_operator.h	include	L18
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_abs.h	include	L81
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_acos.h	include	L30
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_add.h	include	L19
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_agg_param_list.h	include	L62
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_ai/ob_expr_ai_complete.h	include	L417
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_ai/ob_expr_ai_embed.h	include	L418
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_ai/ob_expr_ai_prompt.h	include	L420
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_ai/ob_expr_ai_rerank.h	include	L419
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_align_date4cmp.h	include	L324
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_and.h	include	L24
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_any_value.h	include	L233
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_arg_case.h	include	L33
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array.h	include	L343
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_append.h	include	L369
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_avg.h	include	L373
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_cardinality.h	include	L379
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_compact.h	include	L374
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_concat.h	include	L370
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_contains.h	include	L366
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_contains_all.h	include	L392
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_difference.h	include	L371
src/sql/engine/expr/ob_expr_operator_factory.cpp	src/sql/engine/expr/ob_expr_array_distinct.h	include	L393
