from_crate	to_crate	class	edges	include	definition	link	own-header	via-generated	island	from-island	rust-header	examples
sql-rewrite	sql-resolver	listed	2	2	0	0	0	0	0	0	0	src/sql/rewrite/ob_transform_pre_process.cpp -> src/sql/resolver/dml/ob_select_resolver.h (include); src/sql/rewrite/ob_transform_utils.cpp -> src/sql/resolver/dml/ob_select_resolver.h (include)
sql-rewrite	sql-optimizer	upward-named	24	24	0	0	0	0	0	0	0	src/sql/rewrite/ob_query_range_define.cpp -> src/sql/optimizer/ob_opt_est_utils.h (include); src/sql/rewrite/ob_transform_conditional_aggr_coalesce.cpp -> src/sql/optimizer/ob_log_plan.h (include)
sql-rewrite	sql-codegen	upward-named	1	1	0	0	0	0	0	0	0	src/sql/rewrite/ob_range_graph_generator.cpp -> src/sql/code_generator/ob_column_index_provider.h (include)
sql-rewrite	sql	upward-named	6	6	0	0	0	0	0	0	0	src/sql/rewrite/ob_transform_join_elimination.h -> src/sql/ob_sql_context.h (include); src/sql/rewrite/ob_transform_pre_process.h -> src/sql/ob_sql_context.h (include)
sql-rewrite	pl	upward-named	1	1	0	0	0	0	0	0	0	src/sql/rewrite/ob_transform_pre_process.cpp -> src/sql/pl/ob_pl_resolver.h (include)
sql-optimizer	ob-base	listed	69	69	0	0	0	0	0	0	0	src/query/api/query/optimizer/ob_optimizer_location_defs.h -> src/oblib/lib/container/ob_se_array.h (include); src/query/api/query/optimizer/ob_optimizer_location_defs.h -> src/oblib/lib/hash/ob_hashmap.h (include)
sql-optimizer	ob-runtime	listed	24	24	0	0	0	0	0	0	0	src/query/api/query/optimizer/stat/ob_opt_column_stat.h -> src/share/cache/ob_kvcache_struct.h (include); src/query/api/query/optimizer/stat/ob_opt_ds_stat.h -> src/share/cache/ob_kvcache_struct.h (include)
sql-optimizer	ob-values	listed	12	12	0	0	0	0	0	0	0	src/query/api/query/optimizer/ob_optimizer_location_defs.h -> src/oblib/common/row/ob_row.h (include); src/query/api/query/optimizer/stat/ob_opt_column_stat.h -> src/oblib/common/object/ob_object.h (include)
sql-optimizer	ob-share	listed	22	22	0	0	0	0	0	0	0	src/sql/optimizer/ob_opt_est_cost_model.h -> src/share/ob_simple_batch.h (include); src/sql/optimizer/ob_phy_table_location_info.h -> src/share/location_cache/ob_location_struct.h (include)
sql-optimizer	ob-schema	listed	6	6	0	0	0	0	0	0	0	src/query/api/query/optimizer/stat/ob_stat_define.h -> src/share/schema/ob_schema_struct.h (include); src/sql/optimizer/ob_opt_est_cost_model.h -> src/share/ob_rpc_struct.h (include)
sql-optimizer	storage-api	listed	7	7	0	0	0	0	0	0	0	src/sql/optimizer/ob_dynamic_sampling.cpp -> src/data_plane/api/data_plane/transaction/ob_i_transaction_service.h (include); src/sql/optimizer/ob_dynamic_sampling.cpp -> src/data_plane/api/data_plane/transaction/ob_tx_desc_access.h (include)
sql-optimizer	storage-search	listed	5	5	0	0	0	0	0	0	0	src/sql/optimizer/ob_del_upd_log_plan.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include); src/sql/optimizer/ob_join_order.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include)
sql-optimizer	sql-parse-tree	listed	1	1	0	0	0	0	0	0	0	src/sql/optimizer/ob_log_select_into.h -> src/sql/parser/ob_item_type.h (include)
sql-optimizer	sql-session	listed	6	6	0	0	0	0	0	0	0	src/sql/optimizer/ob_dynamic_sampling.cpp -> src/sql/session/ob_inner_sql_connection.h (include); src/sql/optimizer/ob_optimizer_context.h -> src/sql/session/ob_sql_session_info.h (include)
sql-optimizer	sql-ir	listed	48	48	0	0	0	0	0	0	0	src/sql/optimizer/ob_conflict_detector.h -> src/sql/resolver/dml/ob_dml_stmt.h (include); src/sql/optimizer/ob_conflict_detector.h -> src/sql/resolver/expr/ob_raw_expr.h (include)
sql-optimizer	sql-exec	listed	35	35	0	0	0	0	0	0	0	src/sql/optimizer/ob_conflict_detector.h -> src/sql/ob_sql_define.h (include); src/sql/optimizer/ob_dynamic_sampling.cpp -> src/query/api/query/session/ob_inner_sql_connection_access.h (include)
sql-optimizer	sql-expr	listed	7	7	0	0	0	0	0	0	0	src/sql/optimizer/ob_join_order.cpp -> src/sql/engine/expr/ob_expr_result_type_util.h (include); src/sql/optimizer/ob_log_expr_values.cpp -> src/sql/engine/expr/ob_expr_column_conv.h (include)
sql-optimizer	sql-das	listed	6	6	0	0	0	0	0	0	0	src/sql/optimizer/ob_join_order.cpp -> src/sql/das/iter/ob_das_text_retrieval_eval_node.h (include); src/sql/optimizer/ob_log_table_scan.cpp -> src/sql/das/ob_domain_id.h (include)
sql-optimizer	sql-engine	listed	14	14	0	0	0	0	0	0	0	src/sql/optimizer/ob_access_path_estimation.cpp -> src/sql/engine/table/ob_table_scan_op.h (include); src/sql/optimizer/ob_join_order.cpp -> src/sql/engine/px/ob_px_util.h (include)
sql-optimizer	sql-parser	listed	1	1	0	0	0	0	0	0	0	src/sql/optimizer/stat/ob_dbms_stats_preferences.cpp -> src/sql/parser/ob_parser.h (include)
sql-optimizer	sql-resolver	listed	5	5	0	0	0	0	0	0	0	src/sql/optimizer/ob_insert_log_plan.cpp -> src/sql/resolver/dml/ob_del_upd_resolver.h (include); src/sql/optimizer/ob_log_del_upd.cpp -> src/sql/resolver/ddl/ob_fts_index_builder_util.h (include)
sql-optimizer	sql-rewrite	listed	23	23	0	0	0	0	0	0	0	src/sql/optimizer/ob_conflict_detector.cpp -> src/sql/rewrite/ob_transform_utils.h (include); src/sql/optimizer/ob_del_upd_log_plan.cpp -> src/sql/rewrite/ob_transform_utils.h (include)
sql-optimizer	sql-codegen	upward-named	3	3	0	0	0	0	0	0	0	src/sql/optimizer/ob_explain_log_plan.cpp -> src/sql/code_generator/ob_code_generator.h (include); src/sql/optimizer/ob_logical_operator.cpp -> src/sql/code_generator/ob_static_engine_cg.h (include)
sql-optimizer	sql	upward-named	10	10	0	0	0	0	0	0	0	src/sql/optimizer/ob_log_plan.cpp -> src/sql/ob_sql_trans_control.h (include); src/sql/optimizer/ob_log_plan.h -> src/sql/ob_sql_context.h (include)
sql-optimizer	pl	upward-named	2	2	0	0	0	0	0	0	0	src/sql/optimizer/stat/ob_dbms_stats_executor.cpp -> src/sql/pl/sys_package/ob_dbms_stats.h (include); src/sql/optimizer/stat/ob_incremental_stat_estimator.cpp -> src/sql/pl/sys_package/ob_dbms_stats.h (include)
sql-codegen	ob-base	listed	7	7	0	0	0	0	0	0	0	src/sql/code_generator/ob_code_generator.h -> src/oblib/lib/container/ob_iarray.h (include); src/sql/code_generator/ob_column_index_provider.h -> src/oblib/lib/container/ob_se_array.h (include)
sql-codegen	ob-values	listed	1	1	0	0	0	0	0	0	0	src/sql/engine/ob_operator_factory.cpp -> src/share/datum/ob_datum_util.h (include)
sql-codegen	storage-sstable	not-listed	1	1	0	0	0	0	0	0	0	src/sql/code_generator/ob_tsc_cg_service.h -> src/data_plane/api/data_plane/blocksstable/ob_index_block_util.h (include)
sql-codegen	storage-search	listed	2	2	0	0	0	0	0	0	0	src/sql/code_generator/ob_dml_cg_service.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include); src/sql/code_generator/ob_tsc_cg_service.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include)
sql-codegen	sql-ir	listed	5	5	0	0	0	0	0	0	0	src/sql/code_generator/ob_column_index_provider.cpp -> src/sql/resolver/expr/ob_raw_expr.h (include); src/sql/code_generator/ob_expr_generator.h -> src/sql/resolver/expr/ob_raw_expr.h (include)
sql-codegen	sql-exec	listed	10	9	0	1	0	0	0	0	0	src/query/api/query/engine/ob_operator_reg.h -> src/query/api/query/engine/ob_phy_operator_type.h (include); src/sql/code_generator/ob_code_generator.cpp -> src/sql/engine/ob_physical_plan.h (include); src/sql/code_generator/ob_static_engine_expr_cg.cpp -> src/sql/engine/expr/ob_expr.cpp (link)
sql-codegen	sql-expr	listed	29	28	0	1	0	0	0	0	0	src/sql/code_generator/ob_expr_generator.h -> src/sql/engine/expr/ob_sql_expression.h (include); src/sql/code_generator/ob_expr_generator_impl.cpp -> src/sql/engine/expr/ob_expr_abs.h (include); src/sql/code_generator/ob_static_engine_expr_cg.cpp -> src/sql/engine/expr/ob_datum_decint_cast.h (link)
sql-codegen	sql-das	listed	3	3	0	0	0	0	0	0	0	src/sql/code_generator/ob_dml_cg_service.cpp -> src/sql/das/ob_domain_id.h (include); src/sql/code_generator/ob_dml_cg_service.h -> src/sql/das/ob_das_dml_ctx_define.h (include)
sql-codegen	sql-engine	listed	114	114	0	0	0	0	0	0	0	src/sql/code_generator/ob_dml_cg_service.h -> src/sql/engine/dml/ob_conflict_checker.h (include); src/sql/code_generator/ob_dml_cg_service.h -> src/sql/engine/dml/ob_dml_ctx_define.h (include)
sql-codegen	sql-parser	listed	1	1	0	0	0	0	0	0	0	src/sql/code_generator/ob_dml_cg_service.cpp -> src/sql/parser/ob_parser.h (include)
sql-codegen	sql-optimizer	listed	61	61	0	0	0	0	0	0	0	src/sql/code_generator/ob_dml_cg_service.cpp -> src/sql/optimizer/ob_log_for_update.h (include); src/sql/code_generator/ob_dml_cg_service.cpp -> src/sql/optimizer/ob_log_insert.h (include)
sql	ob-base	listed	196	195	0	0	0	1	0	0	0	src/sql/engine/cmd/ob_alter_system_executor.h -> src/share/ob_define.h (include); src/sql/engine/cmd/ob_analyze_executor.h -> src/oblib/lib/string/ob_sql_string.h (include); src/sql/engine/cmd/ob_vector_index_refresh.cpp -> src/share/ob_define.h (via-generated)
sql	ob-runtime	listed	32	32	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_alter_system_executor.cpp -> src/data_plane/api/data_plane/scheduler/ob_dag_warning_history.h (include); src/sql/engine/cmd/ob_alter_system_executor.cpp -> src/share/io/ob_io_calibration.h (include)
sql	ob-values	listed	22	22	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_load_data_parser.cpp -> src/oblib/common/ob_hex_utils_base.h (include); src/sql/engine/cmd/ob_load_data_utils.h -> src/oblib/common/object/ob_object.h (include)
sql	ob-values-doc	listed	1	1	0	0	0	0	0	0	0	src/sql/hybrid_search/ob_query_parse.cpp -> src/oblib/common/json_type/ob_json_parse.h (include)
sql	ob-share	listed	52	52	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_alter_system_executor.cpp -> src/share/ob_ex_rpc.h (include); src/sql/engine/cmd/ob_alter_system_executor.cpp -> src/share/ob_server_struct.h (include)
sql	ob-schema	listed	25	25	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_database_executor.h -> src/share/schema/ob_schema_getter_guard.h (include); src/sql/engine/cmd/ob_ddl_executor_util.cpp -> src/share/schema/ob_schema_utils.h (include)
sql	storage-api	listed	14	14	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_load_data_impl.cpp -> src/data_plane/api/data_plane/ob_i_memory_pressure_service.h (include); src/sql/engine/cmd/ob_vector_index_refresh.cpp -> src/data_plane/api/data_plane/transaction/ob_i_transaction_service.h (include)
sql	storage-tablet	listed	8	8	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_lock_table_executor.cpp -> src/data_plane/api/data_plane/tablelock/ob_table_lock_target.h (include); src/sql/engine/cmd/ob_vector_index_refresh.cpp -> src/data_plane/api/data_plane/ddl/ob_ddl_coordinator.h (include)
sql	storage-search	listed	6	6	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_vector_index_refresh.cpp -> src/data_plane/api/data_plane/vector/ob_i_vector_index_runtime.h (include); src/sql/engine/cmd/ob_vector_index_refresh.cpp -> src/data_plane/api/data_plane/vector/ob_vector_index_schema.h (include)
sql	sql-parse-tree	listed	7	7	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_outline_executor.h -> src/sql/parser/parse_node.h (include); src/sql/engine/cmd/ob_package_executor.h -> src/sql/parser/parse_node.h (include)
sql	sql-parser-sys	listed	1	1	0	0	0	0	0	0	0	src/sql/plan_cache/ob_values_table_compression.h -> src/sql/parser/ob_char_type.h (include)
sql	sql-session	listed	32	32	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_ddl_executor_util.h -> src/sql/session/ob_sql_session_info.h (include); src/sql/engine/cmd/ob_get_diagnostics_executor.cpp -> src/sql/session/ob_basic_session_info.h (include)
sql	sql-ir	listed	21	21	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_load_data_impl.cpp -> src/sql/resolver/dml/ob_insert_stmt.h (include); src/sql/engine/cmd/ob_load_data_impl.cpp -> src/sql/resolver/expr/ob_raw_expr_util.h (include)
sql	sql-exec	listed	134	126	5	0	3	0	0	0	0	src/sql/engine/cmd/ob_alter_system_executor.cpp -> src/query/api/query/command/ob_local_command_service.h (include); src/sql/engine/cmd/ob_alter_system_executor.cpp -> src/query/api/query/command/ob_root_command_service.h (include); src/sql/engine/cmd/ob_ddl_executor_util.cpp -> src/query/api/query/engine/cmd/ob_ddl_execution.h (definition)
sql	sql-expr	listed	10	10	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_routine_executor.cpp -> src/sql/engine/expr/ob_expr_column_conv.h (include); src/sql/engine/cmd/ob_table_executor.cpp -> src/sql/engine/expr/ob_expr_regexp_context.h (include)
sql	sql-das	listed	5	5	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_load_data_impl.h -> src/sql/optimizer/ob_table_location.h (include); src/sql/ob_query_retry_ctrl.h -> src/sql/das/ob_das_retry_ctrl.h (include)
sql	sql-engine	listed	7	7	0	0	0	0	0	0	0	src/sql/executor/ob_cmd_executor.cpp -> src/sql/engine/prepare/ob_deallocate_executor.h (include); src/sql/executor/ob_cmd_executor.cpp -> src/sql/engine/prepare/ob_execute_executor.h (include)
sql	sql-parser	listed	4	4	0	0	0	0	0	0	0	src/sql/plan_cache/ob_sql_parameterization.h -> src/sql/parser/ob_fast_parser.h (include); src/sql/plan_cache/ob_sql_parameterization.h -> src/sql/parser/ob_parser.h (include)
sql	sql-resolver	listed	152	152	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_alter_system_executor.h -> src/sql/resolver/cmd/ob_alter_system_stmt.h (include); src/sql/engine/cmd/ob_analyze_executor.h -> src/sql/resolver/ddl/ob_analyze_stmt.h (include)
sql	sql-rewrite	listed	6	6	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_load_data_impl.cpp -> src/sql/rewrite/ob_transform_utils.h (include); src/sql/engine/cmd/ob_variable_set_executor.cpp -> src/sql/rewrite/ob_transform_pre_process.h (include)
sql	sql-optimizer	listed	22	22	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_analyze_executor.cpp -> src/sql/optimizer/stat/ob_dbms_stats_executor.h (include); src/sql/engine/cmd/ob_analyze_executor.cpp -> src/sql/optimizer/stat/ob_dbms_stats_lock_unlock.h (include)
sql	sql-codegen	listed	3	3	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_kill_session_arg.cpp -> src/sql/code_generator/ob_column_index_provider.h (include); src/sql/engine/cmd/ob_partition_executor_utils.cpp -> src/sql/code_generator/ob_expr_generator_impl.h (include)
sql	pl	upward-named	18	18	0	0	0	0	0	0	0	src/sql/engine/cmd/ob_alter_system_executor.cpp -> src/sql/pl/pl_cache/ob_pl_cache_mgr.h (include); src/sql/engine/cmd/ob_analyze_executor.cpp -> src/sql/pl/sys_package/ob_dbms_stats.h (include)
pl	ob-errno	listed	2	0	0	0	0	2	0	0	0	src/pl/ob_pl_interpreter.cpp -> src/share/mysql_errno.h (via-generated); src/sql/pl/ob_pl.h -> src/share/mysql_errno.h (via-generated)
pl	ob-base	listed	32	32	0	0	0	0	0	0	0	src/pl/ob_pl_build.cpp -> src/oblib/lib/ob_running_mode.h (include); src/pl/ob_pl_dependency_util.cpp -> src/oblib/lib/oblog/ob_log_module.h (include)
pl	ob-runtime	listed	6	6	0	0	0	0	0	0	0	src/pl/ob_pl.cpp -> src/share/rc/ob_server_runtime.h (include); src/pl/ob_pl_build.cpp -> src/share/rc/ob_server_runtime.h (include)
pl	ob-values	listed	3	3	0	0	0	0	0	0	0	src/sql/pl/ob_pl_package_state.h -> src/oblib/common/object/ob_object.h (include); src/sql/pl/sys_package/ob_dbms_monitor.h -> src/oblib/common/number/ob_number_v2.h (include)
pl	ob-values-doc	listed	1	1	0	0	0	0	0	0	0	src/sql/pl/sys_package/ob_dbms_ai_service.h -> src/oblib/common/json_type/ob_json_base.h (include)
pl	ob-share	listed	8	8	0	0	0	0	0	0	0	src/pl/ob_pl.cpp -> src/share/ob_truncated_string.h (include); src/pl/pl_cache/ob_pl_cache_object.cpp -> src/share/ob_truncated_string.h (include)
pl	ob-schema	listed	5	5	0	0	0	0	0	0	0	src/pl/sys_package/ob_dbms_ai_service.cpp -> src/share/ob_rpc_struct.h (include); src/sql/pl/ob_pl_package_manager.h -> src/share/schema/ob_package_info.h (include)
pl	storage-api	listed	2	2	0	0	0	0	0	0	0	src/pl/ob_pl.cpp -> src/data_plane/api/data_plane/transaction/ob_deadlock.h (include); src/pl/ob_pl.cpp -> src/data_plane/api/data_plane/transaction/ob_tx_desc_access.h (include)
pl	sql-parse-tree	listed	4	3	1	0	0	0	0	0	0	src/sql/pl/ob_pl.h -> src/sql/parser/parse_node.h (include); src/sql/pl/ob_pl_resolver.h -> src/sql/parser/ob_item_type.h (include); src/pl/ob_pl_stmt.cpp -> src/query/api/query/parser/parse_node.h (definition)
pl	sql-parser-sys	listed	1	1	0	0	0	0	0	0	0	src/pl/ob_pl_resolver.cpp -> src/sql/parser/parse_malloc.h (include)
pl	sql-session	listed	6	6	0	0	0	0	0	0	0	src/pl/ob_pl_dependency_util.cpp -> src/sql/session/ob_sql_session_info.h (include); src/pl/ob_pl_package_manager.cpp -> src/sql/session/ob_session_val_map.h (include)
pl	sql-ir	listed	18	17	1	0	0	0	0	0	0	src/pl/ob_pl_build.cpp -> src/sql/resolver/expr/ob_raw_expr_util.h (include); src/pl/ob_pl_interpreter.cpp -> src/pl/ob_pl_user_type.h (include); src/sql/pl/ob_routine_param_type.cpp -> src/sql/pl/ob_pl_type.h (definition)
pl	sql-exec	listed	21	21	0	0	0	0	0	0	0	src/pl/sys_package/ob_dbms_ai_service.cpp -> src/query/api/query/ai/ob_ai_endpoint_admin.h (include); src/pl/sys_package/ob_dbms_ai_service.cpp -> src/query/api/query/command/ob_root_command_service.h (include)
pl	sql-expr	listed	5	5	0	0	0	0	0	0	0	src/pl/ob_pl.cpp -> src/sql/engine/expr/ob_expr_column_conv.h (include); src/pl/ob_pl.cpp -> src/sql/engine/expr/ob_expr_pl_integer_checker.h (include)
pl	sql-engine	listed	1	1	0	0	0	0	0	0	0	src/pl/ob_pl.cpp -> src/sql/engine/dml/ob_trigger_handler.h (include)
pl	sql-parser	listed	3	3	0	0	0	0	0	0	0	src/pl/sys_package/ob_dbms_space.cpp -> src/sql/parser/ob_parser.h (include); src/pl/sys_package/ob_dbms_stats.cpp -> src/sql/parser/ob_parser.h (include)
pl	sql-resolver	listed	14	14	0	0	0	0	0	0	0	src/pl/ob_pl_build.cpp -> src/sql/resolver/ddl/ob_trigger_source_builder.h (include); src/pl/ob_pl_build.cpp -> src/sql/resolver/ob_resolver_utils.h (include)
pl	sql-rewrite	listed	1	1	0	0	0	0	0	0	0	src/pl/ob_pl_resolver.cpp -> src/sql/rewrite/ob_transform_pre_process.h (include)
pl	sql-optimizer	listed	20	19	1	0	0	0	0	0	0	src/pl/sys_package/ob_dbms_scheduler_mysql.cpp -> src/sql/optimizer/stat/ob_dbms_stats_maintenance_window.h (include); src/pl/sys_package/ob_dbms_space.cpp -> src/query/api/query/optimizer/stat/ob_optimizer_stat_service.h (include); src/pl/sys_package/ob_dbms_space.cpp -> src/query/api/query/optimizer/stat/ob_optimizer_stat_service.h (definition)
pl	sql-codegen	listed	2	2	0	0	0	0	0	0	0	src/pl/ob_pl_build.cpp -> src/sql/code_generator/ob_expr_generator_impl.h (include); src/pl/ob_pl_build.cpp -> src/sql/code_generator/ob_static_engine_expr_cg.h (include)
pl	sql	listed	24	24	0	0	0	0	0	0	0	src/pl/ob_pl.cpp -> src/sql/ob_spi.h (include); src/pl/ob_pl_interpreter.cpp -> src/sql/ob_spi.h (include)
rootserver	ob-errno	listed	1	0	0	0	0	1	0	0	0	src/rootserver/ob_partition_creator.cpp -> src/share/mysql_errno.h (via-generated)
rootserver	ob-base	listed	123	119	0	0	0	4	0	0	0	src/rootserver/dbms_job/ob_dbms_job_executor.cpp -> src/oblib/lib/oblog/ob_warning_buffer.h (include); src/rootserver/dbms_job/ob_dbms_job_executor.h -> src/oblib/lib/utility/ob_mod_define.h (include); src/rootserver/fork_table/ob_fork_table_helper.cpp -> src/share/ob_define.h (via-generated)
rootserver	ob-runtime	listed	66	66	0	0	0	0	0	0	0	src/rootserver/dbms_job/ob_dbms_job_master.h -> src/oblib/lib/task/ob_timer.h (include); src/rootserver/dbms_job/ob_dbms_job_master.h -> src/oblib/lib/thread/ob_simple_thread_pool.h (include)
rootserver	ob-values	listed	18	18	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_constraint_task.cpp -> src/oblib/common/ob_timeout_ctx.h (include); src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/oblib/common/object/ob_object.h (include)
rootserver	ob-values-doc	listed	1	1	0	0	0	0	0	0	0	src/rootserver/fork_table/ob_fork_table_helper.cpp -> src/share/vector/ob_vector_index_mode.h (include)
rootserver	ob-share	listed	198	197	0	0	0	1	0	0	0	src/rootserver/dbms_job/ob_dbms_job_executor.h -> src/oblib/common/mysqlclient/ob_mysql_proxy.h (include); src/rootserver/dbms_job/ob_dbms_job_master.cpp -> src/share/ob_ex_rpc.h (include); src/rootserver/ob_bootstrap.h -> src/share/ob_version_parser.h (via-generated)
rootserver	ob-schema	listed	151	151	0	0	0	0	0	0	0	src/rootserver/dbms_job/ob_dbms_job_executor.h -> src/share/schema/ob_multi_version_schema_service.h (include); src/rootserver/dbms_job/ob_dbms_job_master.h -> src/share/schema/ob_multi_version_schema_service.h (include)
rootserver	ob-log	listed	8	8	0	0	0	0	0	0	0	src/rootserver/freeze/ob_major_freeze_service.h -> src/share/log/ob_log_base_type.h (include); src/rootserver/ob_bootstrap.cpp -> src/logservice/ob_server_log_block_mgr.h (include)
rootserver	storage-sstable	listed	2	2	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_task.h -> src/storage/blocksstable/ob_datum_range.h (include); src/rootserver/ob_ddl_service.cpp -> src/storage/blocksstable/index_block/ob_index_block_util.h (include)
rootserver	storage-tx	listed	16	16	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/storage/tx/ob_ts_mgr.h (include); src/rootserver/ddl_task/ob_ddl_task.cpp -> src/storage/tx/ob_ts_mgr.h (include)
rootserver	storage-tablet	listed	36	34	2	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/storage/ob_storage_rpc_arg.h (include); src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/storage/tablet/ob_tablet_binding_helper.h (include); src/rootserver/ob_local_management_service.cpp -> src/data_plane/api/data_plane/ddl/ob_ddl_coordinator.h (definition)
rootserver	storage-engine	listed	27	27	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_constraint_task.cpp -> src/storage/ddl/ob_ddl_lock.h (include); src/rootserver/ddl_task/ob_drop_fts_index_task.cpp -> src/storage/ddl/ob_ddl_lock.h (include)
rootserver	storage-search	listed	10	10	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include); src/rootserver/ddl_task/ob_ddl_tablet_scheduler.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include)
rootserver	sql-session	listed	2	2	0	0	0	0	0	0	0	src/rootserver/truncate_info/ob_truncate_info_service.cpp -> src/sql/session/ob_sql_session_info.h (include); src/rootserver/truncate_info/ob_truncate_info_service.cpp -> src/sql/session/ob_sql_session_mgr.h (include)
rootserver	sql-ir	listed	6	6	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/sql/ob_sql_utils.h (include); src/rootserver/ob_ddl_service.cpp -> src/sql/printer/ob_schema_printer.h (include)
rootserver	sql-exec	listed	13	13	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_task.h -> src/query/api/query/engine/px/ob_px_tablet_range.h (include); src/rootserver/ddl_task/ob_rebuild_index_task.cpp -> src/query/api/query/scheduler/ob_scheduler_job.h (include)
rootserver	sql-engine	listed	1	1	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/sql/engine/px/ob_px_dtl_msg.h (include)
rootserver	sql-resolver	listed	37	37	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/sql/resolver/ddl/ob_ddl_resolver.h (include); src/rootserver/ddl_task/ob_ddl_common_rs_impl.cpp -> src/sql/resolver/ddl/ob_fts_index_builder_util.h (include)
rootserver	sql-optimizer	listed	2	2	0	0	0	0	0	0	0	src/rootserver/ob_ddl_operator.cpp -> src/sql/optimizer/stat/ob_dbms_stats_maintenance_window.h (include); src/rootserver/ob_partition_exchange.h -> src/query/api/query/optimizer/stat/ob_stat_define.h (include)
rootserver	sql	listed	6	6	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_retry_task.cpp -> src/sql/engine/cmd/ob_ddl_executor_util.h (include); src/rootserver/ddl_task/ob_drop_fts_index_task.cpp -> src/sql/engine/cmd/ob_ddl_executor_util.h (include)
rootserver	pl	listed	3	3	0	0	0	0	0	0	0	src/rootserver/ddl_task/ob_ddl_redefinition_task.cpp -> src/pl/sys_package/ob_dbms_stats.h (include); src/rootserver/ob_ddl_operator.cpp -> src/pl/pl_cache/ob_pl_cache_mgr.h (include)
observer	ob-errno	listed	1	0	0	0	0	1	0	0	0	src/observer/dbms_scheduler/ob_dbms_sched_job_executor.cpp -> src/share/mysql_errno.h (via-generated)
observer	ob-base	listed	247	242	0	0	0	5	0	0	0	src/oblib/rpc/obmysql/ob_login_info.h -> src/oblib/lib/container/ob_se_array.h (include); src/oblib/rpc/obmysql/ob_login_info.h -> src/oblib/lib/string/ob_string.h (include); src/observer/change_stream/ob_change_stream_fetcher.cpp -> src/share/ob_define.h (via-generated)
observer	ob-runtime	listed	250	245	2	1	1	1	0	0	0	src/oblib/rpc/ob_sql_request_operator.cpp -> src/oblib/rpc/ob_sql_request_operator.h (include); src/oblib/rpc/ob_sql_request_operator.cpp -> src/oblib/rpc/obmysql/ob_mysql_packet.h (include); src/oblib/rpc/ob_sql_request_operator.cpp -> src/oblib/rpc/ob_sql_request_operator.h (definition)
observer	ob-values	listed	84	83	0	0	0	1	0	0	0	src/observer/ai_service/ob_ai_service_proxy.cpp -> src/oblib/common/ob_timeout_ctx.h (include); src/observer/change_stream/ob_change_stream_dispatcher.cpp -> src/oblib/common/ob_tablet_id.h (include); src/observer/mysql/obmp_utils.cpp -> src/oblib/common/object/ob_object.h (via-generated)
observer	ob-values-doc	listed	2	2	0	0	0	0	0	0	0	src/observer/change_stream/ob_cs_plugin_async_index.cpp -> src/share/vector/ob_vector_index_mode.h (include); src/observer/ob_server.cpp -> src/oblib/common/xml/ob_libxml2_sax_handler.h (include)
observer	ob-share	listed	139	137	2	0	0	0	0	0	0	src/observer/ai_service/ob_ai_service_executor.cpp -> src/oblib/common/mysqlclient/ob_mysql_transaction.h (include); src/observer/ai_service/ob_ai_service_executor.cpp -> src/share/ob_dml_sql_splicer.h (include); src/observer/ob_ex_rpc.cpp -> src/share/ob_ex_rpc.h (definition)
