order	name	item_type	class	param_num	internal	registered	reached	reach_basis	eval_functions	eval_functions_run	probes	sql	constructor	files
437	vec_vector	T_FUN_SYS_VEC_VECTOR	ObExprVecVector	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprVecVector::cg_expr	1	1	1	vec_vector() only: a vector index internal whose arguments address tablets	src/sql/engine/expr/ob_expr_vec_vector.cpp:29	s2_reached_0120
438	vec_scn	T_FUN_SYS_VEC_SCN	ObExprVecScn	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprVecScn::cg_expr	1	1	1	vec_scn() only: a vector index internal whose arguments address tablets	src/sql/engine/expr/ob_expr_vec_scn.cpp:26	s2_reached_0120
439	vec_key	T_FUN_SYS_VEC_KEY	ObExprVecKey	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprVecKey::cg_expr	1	1	1	vec_key() only: a vector index internal whose arguments address tablets	src/sql/engine/expr/ob_expr_vec_key.cpp:26	s2_reached_0120
440	vec_data	T_FUN_SYS_VEC_DATA	ObExprVecData	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprVecData::cg_expr	1	1	1	vec_data() only: a vector index internal whose arguments address tablets	src/sql/engine/expr/ob_expr_vec_data.cpp:26	s2_reached_0120
441	vec_chunk	T_FUN_SYS_HYBRID_VEC_CHUNK	ObExprVecChunk	MORE_THAN_ZERO	0	release	0	eval functions set by ObExprVecChunk::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprVecChunk> ran 0 times	1	0	1	vec_chunk() only: a vector index internal whose arguments address tablets	src/sql/engine/expr/ob_expr_vec_chunk.cpp:26	s1_unreached_0136
442	embedded_vec	T_FUN_SYS_EMBEDDED_VEC	ObExprEmbeddedVec	MORE_THAN_ZERO	0	release	0	eval functions set by ObExprEmbeddedVec::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprEmbeddedVec> ran 0 times	1	0	1	embedded_vec() only: a vector index internal whose arguments address tablets	src/sql/engine/expr/ob_expr_embedded_vec.cpp:36	s1_unreached_0136
443	spiv_dim	T_FUN_SYS_SPIV_DIM	ObExprSpivDim	MORE_THAN_ZERO	0	release	0	eval functions set by ObExprSpivDim::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSpivDim> ran 0 times	1	0	10	the generated columns of a sparse vector index: CREATE VECTOR INDEX on a filled table, then DML	src/sql/engine/expr/ob_expr_spiv_dim.cpp:26	s1_unreached_0136
444	spiv_value	T_FUN_SYS_SPIV_VALUE	ObExprSpivValue	MORE_THAN_ZERO	0	release	0	eval functions set by ObExprSpivValue::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSpivValue> ran 0 times	1	0	1	spiv_value() only; the sparse vector index statements are under spiv_dim	src/sql/engine/expr/ob_expr_spiv_value.cpp:26	s1_unreached_0136
445	l2_distance	T_FUN_SYS_L2_DISTANCE	ObExprVectorL2Distance	2	0	release	1	eval functions set by ObExprVectorL2Distance::cg_expr	1	1	28	l2_distance(V, V)	src/sql/engine/expr/ob_expr_vector.cpp:202	s2_reached_0120
446	cosine_distance	T_FUN_SYS_COSINE_DISTANCE	ObExprVectorCosineDistance	2	0	release	1	eval functions set by ObExprVectorCosineDistance::cg_expr	1	1	28	cosine_distance(V, V)	src/sql/engine/expr/ob_expr_vector.cpp:234	s2_reached_0120,s2_reached_0121
447	inner_product	T_FUN_SYS_INNER_PRODUCT	ObExprVectorIPDistance	2	0	release	1	eval functions set by ObExprVectorIPDistance::cg_expr	1	1	28	inner_product(V, V)	src/sql/engine/expr/ob_expr_vector.cpp:250	s2_reached_0121
448	negative_inner_product	T_FUN_SYS_NEGATIVE_INNER_PRODUCT	ObExprVectorNegativeIPDistance	2	0	release	1	eval functions set by ObExprVectorNegativeIPDistance::cg_expr	1	1	28	negative_inner_product(V, V)	src/sql/engine/expr/ob_expr_vector.cpp:266	s2_reached_0122
449	l1_distance	T_FUN_SYS_L1_DISTANCE	ObExprVectorL1Distance	2	0	release	1	eval functions set by ObExprVectorL1Distance::cg_expr	1	1	28	l1_distance(V, V)	src/sql/engine/expr/ob_expr_vector.cpp:186	s2_reached_0122,s2_reached_0123
450	vector_dims	T_FUN_SYS_VECTOR_DIMS	ObExprVectorDims	1	0	release	1	eval functions set by ObExprVectorDims::cg_expr	1	1	18	vector_dims(V)	src/sql/engine/expr/ob_expr_vector.cpp:288	s2_reached_0123
451	vector_norm	T_FUN_SYS_VECTOR_NORM	ObExprVectorNorm	1	0	release	1	eval functions set by ObExprVectorNorm::cg_expr	1	1	18	vector_norm(V)	src/sql/engine/expr/ob_expr_vector.cpp:340	s2_reached_0123
452	vector_distance	T_FUN_SYS_VECTOR_DISTANCE	ObExprVectorDistance	TWO_OR_THREE	0	release	1	eval functions set by ObExprVectorDistance::cg_expr	1	1	33	VECTOR_DISTANCE(v1, v2 [, metric])	src/sql/engine/expr/ob_expr_vector.cpp:75	s2_reached_0124
453	semantic_distance	T_FUN_SYS_SEMANTIC_DISTANCE	ObExprSemanticDistance	2	0	release	0	eval functions set by ObExprSemanticDistance::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSemanticDistance> ran 0 times	1	0	18	semantic_distance(S, S)	src/sql/engine/expr/ob_expr_semantic_distance.cpp:35	s1_unreached_0136
454	semantic_vector_distance	T_FUN_SYS_SEMANTIC_VECTOR_DISTANCE	ObExprSemanticVectorDistance	TWO_OR_THREE	0	release	0	eval functions set by ObExprSemanticVectorDistance::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSemanticVectorDistance> ran 0 times	1	0	25	semantic_vector_distance(V, V, S?)	src/sql/engine/expr/ob_expr_semantic_distance.cpp:78	s1_unreached_0136,s1_unreached_0137
455	l2_similarity	T_FUN_SYS_VECTOR_L2_SIMILARITY	ObExprVectorL2Similarity	2	0	release	1	eval functions set by ObExprVectorL2Similarity::cg_expr	1	1	28	l2_similarity(V, V)	src/sql/engine/expr/ob_expr_vector_similarity.cpp:143	s2_reached_0124,s2_reached_0125
456	cosine_similarity	T_FUN_SYS_VECTOR_COS_SIMILARITY	ObExprVectorCosineSimilarity	2	0	release	1	eval functions set by ObExprVectorCosineSimilarity::cg_expr	1	1	28	cosine_similarity(V, V)	src/sql/engine/expr/ob_expr_vector_similarity.cpp:159	s2_reached_0125
457	inner_product_similarity	T_FUN_SYS_VECTOR_IP_SIMILARITY	ObExprVectorIPSimilarity	2	0	release	1	eval functions set by ObExprVectorIPSimilarity::cg_expr	1	1	28	inner_product_similarity(V, V)	src/sql/engine/expr/ob_expr_vector_similarity.cpp:175	s2_reached_0125,s2_reached_0126
458	vector_similarity	T_FUN_SYS_VECTOR_SIMILARITY	ObExprVectorSimilarity	TWO_OR_THREE	0	release	0	eval functions set by ObExprVectorSimilarity::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprVectorSimilarity> ran 0 times	1	0	33	VECTOR_SIMILARITY(v1, v2 [, metric])	src/sql/engine/expr/ob_expr_vector_similarity.cpp:27	s1_unreached_0137
459	inner_table_option_printer	T_FUN_SYS_INNER_TABLE_OPTION_PRINTER	ObExprInnerTableOptionPrinter	2	1	release	0	eval functions set by ObExprInnerTableOptionPrinter::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprInnerTableOptionPrinter> ran 0 times	1	0	3	SHOW CREATE TABLE and information_schema.TABLES	src/sql/engine/expr/ob_expr_inner_table_option_printer.cpp:30	s1_unreached_0137
460	inner_table_sequence_getter	T_FUN_SYS_INNER_TABLE_SEQUENCE_GETTER	ObExprInnerTableSequenceGetter	2	1	release	0	eval functions set by ObExprInnerTableSequenceGetter::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprInnerTableSequenceGetter> ran 0 times	1	0	5	information_schema.TABLES.AUTO_INCREMENT	src/sql/engine/expr/ob_expr_inner_table_option_printer.cpp:114	s1_unreached_0138
461	get_path	T_FUN_SYS_GET_PATH	ObExprGetPath	2	0	release	0	no functions found; never created: ObExprOperatorFactory::alloc<ObExprGetPath> ran 0 times	0	0	18	get_path(S, S)	src/sql/engine/expr/ob_expr_get_path.h:29	s1_unreached_0138
462	gtid_subset	T_FUN_SYS_GTID_SUBSET	ObExprGTIDSubset	2	0	release	0	eval functions set by ObExprGTIDSubset::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprGTIDSubset> ran 0 times	1	0	31	gtid_subset(GTID, GTID)	src/sql/engine/expr/ob_expr_gtid.cpp:32	s1_unreached_0138,s1_unreached_0139
463	gtid_subtract	T_FUN_SYS_GTID_SUBTRACT	ObExprGTIDSubtract	2	0	release	0	eval functions set by ObExprGTIDSubtract::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprGTIDSubtract> ran 0 times	1	0	32	gtid_subtract(GTID, GTID)	src/sql/engine/expr/ob_expr_gtid.cpp:80	s1_unreached_0139
464	wait_for_executed_gtid_set	T_FUN_SYS_WAIT_FOR_EXECUTED_GTID_SET	ObExprWaitForExecutedGTIDSet	ONE_OR_TWO	0	release	0	eval functions set by ObExprWaitForExecutedGTIDSet::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprWaitForExecutedGTIDSet> ran 0 times	1	0	3	WAIT_FOR_EXECUTED_GTID_SET(set, timeout) with zero timeouts	src/sql/engine/expr/ob_expr_gtid.cpp:128	s1_unreached_0139
465	wait_until_sql_thread_after_gtids	T_FUN_SYS_WAIT_UNTIL_SQL_THREAD_AFTER_GTIDS	ObExprWaitUntilSQLThreadAfterGTIDs	MORE_THAN_ZERO	0	release	0	eval functions set by ObExprWaitUntilSQLThreadAfterGTIDs::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprWaitUntilSQLThreadAfterGTIDs> ran 0 times	1	0	2	WAIT_UNTIL_SQL_THREAD_AFTER_GTIDS(set, timeout) with zero timeouts	src/sql/engine/expr/ob_expr_gtid.cpp:182	s1_unreached_0139
466	array_contains	T_FUNC_SYS_ARRAY_CONTAINS	ObExprArrayContains	2	0	release	0	eval functions set by ObExprArrayContains::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayContains> ran 0 times	10	0	26	array_contains(AR, EL)	src/sql/engine/expr/ob_expr_array_contains.cpp:32	s1_unreached_0140
467	array_to_string	T_FUNC_SYS_ARRAY_TO_STRING	ObExprArrayToString	TWO_OR_THREE	0	release	0	eval functions set by ObExprArrayToString::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayToString> ran 0 times	2	0	35	array_to_string(AR, WSEP, S?)	src/sql/engine/expr/ob_expr_array_to_string.cpp:33	s1_unreached_0140,s1_unreached_0141
468	string_to_array	T_FUNC_SYS_STRING_TO_ARRAY	ObExprStringToArray	TWO_OR_THREE	0	release	0	eval functions set by ObExprStringToArray::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprStringToArray> ran 0 times	2	0	24	string_to_array(S, WSEP, S?)	src/sql/engine/expr/ob_expr_string_to_array.cpp:34	s1_unreached_0141
469	array_append	T_FUNC_SYS_ARRAY_APPEND	ObExprArrayAppend	2	0	release	1	eval functions set by ObExprArrayAppend::cg_expr	2	2	26	array_append(AR, EL)	src/sql/engine/expr/ob_expr_array_append.cpp:219	s2_reached_0126
470	array_length	T_FUNC_SYS_ARRAY_LENGTH	ObExprArrayLength	1	0	release	0	eval functions set by ObExprArrayLength::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayLength> ran 0 times	2	0	18	array_length(AR)	src/sql/engine/expr/ob_expr_array_length.cpp:33	s1_unreached_0141,s1_unreached_0142
471	array_prepend	T_FUNC_SYS_ARRAY_PREPEND	ObExprArrayPrepend	2	0	release	0	eval functions set by ObExprArrayPrepend::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayPrepend> ran 0 times	2	0	26	array_prepend(AR, EL)	src/sql/engine/expr/ob_expr_array_append.cpp:255	s1_unreached_0142
472	array_concat	T_FUNC_SYS_ARRAY_CONCAT	ObExprArrayConcat	MORE_THAN_ZERO	0	release	0	eval functions set by ObExprArrayConcat::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayConcat> ran 0 times	2	0	29	array_concat(AR, AR*)	src/sql/engine/expr/ob_expr_array_concat.cpp:35	s1_unreached_0142,s1_unreached_0143
473	array_difference	T_FUNC_SYS_ARRAY_DIFFERENCE	ObExprArrayDifference	1	0	release	0	eval functions set by ObExprArrayDifference::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayDifference> ran 0 times	2	0	18	array_difference(AR)	src/sql/engine/expr/ob_expr_array_difference.cpp:32	s1_unreached_0143
474	array_compact	T_FUNC_SYS_ARRAY_COMPACT	ObExprArrayCompact	1	0	release	0	eval functions set by ObExprArrayCompact::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayCompact> ran 0 times	2	0	18	array_compact(AR)	src/sql/engine/expr/ob_expr_array_compact.cpp:35	s1_unreached_0143
475	array_sort	T_FUNC_SYS_ARRAY_SORT	ObExprArraySort	1	0	release	0	eval functions set by ObExprArraySort::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArraySort> ran 0 times	2	0	18	array_sort(AR)	src/sql/engine/expr/ob_expr_array_sort.cpp:36	s1_unreached_0144
476	array_sortby	T_FUNC_SYS_ARRAY_SORTBY	ObExprArraySortby	MORE_THAN_TWO	0	release	0	eval functions set by ObExprArraySortby::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArraySortby> ran 0 times	1	0	30	ARRAY_SORTBY(lambda, array, array)	src/sql/engine/expr/ob_expr_array_sortby.cpp:36	s1_unreached_0144
477	array_filter	T_FUNC_SYS_ARRAY_FILTER	ObExprArrayFilter	MORE_THAN_TWO	0	release	0	eval functions set by ObExprArrayFilter::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayFilter> ran 0 times	1	0	20	ARRAY_FILTER(lambda, array)	src/sql/engine/expr/ob_expr_array_filter.cpp:36	s1_unreached_0145
478	element_at	T_FUNC_SYS_ELEMENT_AT	ObExprElementAt	2	0	release	0	eval functions set by ObExprElementAt::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprElementAt> ran 0 times	2	0	31	element_at(AR, I)	src/sql/engine/expr/ob_expr_element_at.cpp:33	s1_unreached_0145,s1_unreached_0146
479	cardinality	T_FUNC_SYS_ARRAY_CARDINALITY	ObExprArrayCardinality	1	0	release	0	eval functions set by ObExprArrayCardinality::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayCardinality> ran 0 times	2	0	18	cardinality(AR)	src/sql/engine/expr/ob_expr_array_cardinality.cpp:33	s1_unreached_0146
480	array_max	T_FUNC_SYS_ARRAY_MAX	ObExprArrayMax	1	0	release	0	eval functions set by ObExprArrayMax::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayMax> ran 0 times	2	0	18	array_max(AR)	src/sql/engine/expr/ob_expr_array_max.cpp:185	s1_unreached_0146
481	array_min	T_FUNC_SYS_ARRAY_MIN	ObExprArrayMin	1	0	release	0	eval functions set by ObExprArrayMin::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayMin> ran 0 times	2	0	18	array_min(AR)	src/sql/engine/expr/ob_expr_array_max.cpp:216	s1_unreached_0146,s1_unreached_0147
482	array_avg	T_FUNC_SYS_ARRAY_AVG	ObExprArrayAvg	1	0	release	0	eval functions set by ObExprArrayAvg::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayAvg> ran 0 times	2	0	18	array_avg(AR)	src/sql/engine/expr/ob_expr_array_avg.cpp:32	s1_unreached_0147
483	array_first	T_FUNC_SYS_ARRAY_FIRST	ObExprArrayFirst	MORE_THAN_TWO	0	release	0	eval functions set by ObExprArrayFirst::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayFirst> ran 0 times	1	0	20	ARRAY_FIRST(lambda, array)	src/sql/engine/expr/ob_expr_array_first.cpp:35	s1_unreached_0147
484	decode_trace_id	T_FUN_SYS_DECODE_TRACE_ID	ObExprDecodeTraceId	1	0	release	0	eval functions set by ObExprDecodeTraceId::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprDecodeTraceId> ran 0 times	2	0	6	decode_trace_id(TRACE)	src/sql/engine/expr/ob_expr_decode_trace_id.cpp:24	s1_unreached_0147
485	is_enabled_role	T_FUN_SYS_IS_ENABLED_ROLE	ObExprIsEnabledRole	2	1	release	0	eval functions set by ObExprIsEnabledRole::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprIsEnabledRole> ran 0 times	1	0	3	information_schema role views	src/sql/engine/expr/ob_expr_current_user_priv.cpp:149	s1_unreached_0148
486	sm3	T_FUN_SYS_SM3	ObExprSm3	1	0	release	0	eval functions set by ObExprSm3::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSm3> ran 0 times	1	0	30	sm3(S)	src/sql/engine/expr/ob_expr_sha.cpp:170	s1_unreached_0148
487	sm4_encrypt	T_FUN_SYS_SM4_ENCRYPT	ObExprSm4Encrypt	TWO_OR_THREE	0	release	0	eval functions set by ObExprSm4Encrypt::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSm4Encrypt> ran 0 times	1	0	34	SM4_ENCRYPT(x, key [, iv])	src/sql/engine/expr/ob_expr_symmetric_encrypt.cpp:321	s1_unreached_0148,s1_unreached_0149
488	sm4_decrypt	T_FUN_SYS_SM4_DECRYPT	ObExprSm4Decrypt	TWO_OR_THREE	0	release	0	eval functions set by ObExprSm4Decrypt::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSm4Decrypt> ran 0 times	1	0	33	sm4_decrypt(S, KEY)	src/sql/engine/expr/ob_expr_symmetric_encrypt.cpp:358	s1_unreached_0149
489	split_part	T_FUN_SYS_SPLIT_PART	ObExprSplitPart	MORE_THAN_TWO	0	release	0	eval functions set by ObExprSplitPart::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprSplitPart> ran 0 times	1	0	48	split_part(S, WSEP, SPLITN, SPLITN?)	src/sql/engine/expr/ob_expr_split_part.cpp:28	s1_unreached_0150
490	inner_is_true	T_FUNC_SYS_INNER_IS_TRUE	ObExprInnerIsTrue	2	0	release	1	eval functions set by ObExprInnerIsTrue::cg_expr	12	2	8	IS TRUE and IS FALSE on indexed columns	src/sql/engine/expr/ob_expr_is.h:149	s2_reached_0127
491	inner_decode_like	T_FUN_SYS_INNER_DECODE_LIKE	ObExprInnerDecodeLike	6	1	release	1	eval functions set by ObExprInnerDecodeLike::cg_expr	1	1	9	LIKE on indexed columns	src/sql/engine/expr/ob_expr_inner_decode_like.cpp:28	s2_reached_0127
492	inner_double_to_int	T_FUN_SYS_INNER_DOUBLE_TO_INT	ObExprInnerDoubleToInt	1	1	release	0	eval functions set by ObExprInnerDoubleToInt::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprInnerDoubleToInt> ran 0 times	1	0	9	integer index columns compared with DOUBLE constants	src/sql/engine/expr/ob_expr_inner_double_to_int.cpp:39	s1_unreached_0151
493	inner_decimal_to_year	T_FUN_SYS_INNER_DECIMAL_TO_YEAR	ObExprInnerDecimalToYear	1	1	release	1	eval functions set by ObExprInnerDecimalToYear::cg_expr	1	1	8	YEAR index columns compared with DECIMAL constants	src/sql/engine/expr/ob_expr_inner_decimal_to_year.cpp:27	s2_reached_0127
494	tokenize	T_FUN_TOKENIZE	ObExprTokenize	MORE_THAN_ZERO	0	release	1	eval functions set by ObExprTokenize::cg_expr	1	1	54	tokenize(S, S?, S?)	src/sql/engine/expr/ob_expr_tokenize.cpp:42	s2_reached_0127,s2_reached_0128
495	array_overlaps	T_FUNC_SYS_ARRAY_OVERLAPS	ObExprArrayOverlaps	2	0	release	0	eval functions set by ObExprArrayOverlaps::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayOverlaps> ran 0 times	2	0	28	array_overlaps(AR, AR)	src/sql/engine/expr/ob_expr_array_overlaps.cpp:36	s1_unreached_0151
496	array_contains_all	T_FUNC_SYS_ARRAY_CONTAINS_ALL	ObExprArrayContainsAll	2	0	release	0	eval functions set by ObExprArrayContainsAll::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayContainsAll> ran 0 times	2	0	28	array_contains_all(AR, AR)	src/sql/engine/expr/ob_expr_array_contains_all.cpp:36	s1_unreached_0151,s1_unreached_0152
497	array_distinct	T_FUNC_SYS_ARRAY_DISTINCT	ObExprArrayDistinct	1	0	release	0	eval functions set by ObExprArrayDistinct::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayDistinct> ran 0 times	2	0	18	array_distinct(AR)	src/sql/engine/expr/ob_expr_array_distinct.cpp:36	s1_unreached_0152
498	array_remove	T_FUNC_SYS_ARRAY_REMOVE	ObExprArrayRemove	2	0	release	1	eval functions set by ObExprArrayRemove::cg_expr	10	3	26	array_remove(AR, EL)	src/sql/engine/expr/ob_expr_array_remove.cpp:36	s2_reached_0128,s2_reached_0129
499	array_map	T_FUNC_SYS_ARRAY_MAP	ObExprArrayMap	MORE_THAN_ONE	0	release	0	eval functions set by ObExprArrayMap::cg_expr	1	0	21	ARRAY_MAP(lambda, array ...)	src/sql/engine/expr/ob_expr_array_map.cpp:408	s1_unreached_0152,s1_unreached_0153
500	array_sum	T_FUNC_SYS_ARRAY_SUM	ObExprArraySum	1	0	release	0	eval functions set by ObExprArraySum::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArraySum> ran 0 times	2	0	18	array_sum(AR)	src/sql/engine/expr/ob_expr_array_sum.cpp:32	s1_unreached_0153
501	array_position	T_FUNC_SYS_ARRAY_POSITION	ObExprArrayPosition	2	0	release	0	eval functions set by ObExprArrayPosition::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayPosition> ran 0 times	2	0	26	array_position(AR, EL)	src/sql/engine/expr/ob_expr_array_position.cpp:33	s1_unreached_0153
502	array_slice	T_FUNC_SYS_ARRAY_SLICE	ObExprArraySlice	TWO_OR_THREE	0	release	0	eval functions set by ObExprArraySlice::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArraySlice> ran 0 times	2	0	45	array_slice(AR, I, I?)	src/sql/engine/expr/ob_expr_array_slice.cpp:35	s1_unreached_0154
503	array_range	T_FUNC_SYS_ARRAY_RANGE	ObExprArrayRange	MORE_THAN_ZERO	0	release	0	eval functions set by ObExprArrayRange::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayRange> ran 0 times	1	0	19	array_range(RANGEN, RANGEN?, RANGEN?)	src/sql/engine/expr/ob_expr_array_range.cpp:32	s1_unreached_0155
504	array_except	T_FUNC_SYS_ARRAY_EXCEPT	ObExprArrayExcept	2	0	release	0	eval functions set by ObExprArrayExcept::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayExcept> ran 0 times	2	0	28	array_except(AR, AR)	src/sql/engine/expr/ob_expr_array_except.cpp:27	s1_unreached_0155
505	array_intersect	T_FUNC_SYS_ARRAY_INTERSECT	ObExprArrayIntersect	MORE_THAN_ONE	0	release	0	eval functions set by ObExprArrayIntersect::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayIntersect> ran 0 times	2	0	39	array_intersect(AR, AR, AR*)	src/sql/engine/expr/ob_expr_array_intersect.cpp:28	s1_unreached_0156
506	array_union	T_FUNC_SYS_ARRAY_UNION	ObExprArrayUnion	MORE_THAN_ONE	0	release	0	eval functions set by ObExprArrayUnion::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprArrayUnion> ran 0 times	2	0	39	array_union(AR, AR, AR*)	src/sql/engine/expr/ob_expr_array_union.cpp:289	s1_unreached_0156,s1_unreached_0157
507	get_mysql_routine_parameter_type_str	T_FUN_SYS_GET_MYSQL_ROUTINE_PARAMETER_TYPE_STR	ObExprGetMySQLRoutineParameterTypeStr	2	1	release	0	eval functions set by ObExprGetMySQLRoutineParameterTypeStr::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprGetMySQLRoutineParameterTypeStr> ran 0 times	1	0	4	information_schema.PARAMETERS	src/sql/engine/expr/ob_expr_get_mysql_routine_parameter_type_str.cpp:27	s1_unreached_0157
508	to_pinyin	T_FUN_SYS_TO_PINYIN	ObExprToPinyin	1	0	release	0	eval functions set by ObExprToPinyin::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprToPinyin> ran 0 times	6	0	30	to_pinyin(S)	src/sql/engine/expr/ob_expr_to_pinyin.cpp:33	s1_unreached_0157,s1_unreached_0158
509	url_encode	T_FUN_URL_ENCODE	ObExprURLEncode	1	0	release	0	eval functions set by ObExprURLEncode::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprURLEncode> ran 0 times	2	0	30	url_encode(S)	src/sql/engine/expr/ob_expr_url_codec.cpp:36	s1_unreached_0158
510	url_decode	T_FUN_URL_DECODE	ObExprURLDecode	1	0	release	0	eval functions set by ObExprURLDecode::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprURLDecode> ran 0 times	2	0	30	url_decode(S)	src/sql/engine/expr/ob_expr_url_codec.cpp:39	s1_unreached_0159
511	keyvalue	T_FUN_SYS_KEYVALUE	ObExprKeyValue	MORE_THAN_ONE	0	release	0	eval functions set by ObExprKeyValue::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprKeyValue> ran 0 times	1	0	34	keyvalue(S, S, S, S)	src/sql/engine/expr/ob_expr_keyvalue.cpp:30	s1_unreached_0159,s1_unreached_0160
512	map_keys	T_FUN_SYS_MAP_KEYS	ObExprMapKeys	1	0	release	0	eval functions set by ObExprMapKeys::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprMapKeys> ran 0 times	1	0	6	map_keys(MAP)	src/sql/engine/expr/ob_expr_map_keys.cpp:157	s1_unreached_0160
513	map_values	T_FUN_SYS_MAP_VALUES	ObExprMapValues	1	0	release	0	eval functions set by ObExprMapValues::cg_expr; never created: ObExprOperatorFactory::alloc<ObExprMapValues> ran 0 times	1	0	6	map_values(MAP)	src/sql/engine/expr/ob_expr_map_keys.cpp:188	s1_unreached_0160
514	inner_info_cols_column_def_printer	T_FUN_SYS_INNER_INFO_COLS_COLUMN_DEF_PRINTER	ObExprInnerInfoColsColumnDefPrinter	2	1	release	0	eval functions set by ObExprInnerInfoColsColumnDefPrinter::cg_expr	1	0	3	information_schema.COLUMNS and SHOW FULL COLUMNS	src/sql/engine/expr/ob_expr_inner_info_cols_printer.cpp:36	s1_unreached_0160
515	inner_info_cols_char_len_printer	T_FUN_SYS_INNER_INFO_COLS_CHAR_LEN_PRINTER	ObExprInnerInfoColsCharLenPrinter	3	1	release	0	eval functions set by ObExprInnerInfoColsCharLenPrinter::cg_expr	1	0	1	information_schema.COLUMNS (see inner_info_cols_column_def_printer)	src/sql/engine/expr/ob_expr_inner_info_cols_printer.cpp:151	s1_unreached_0160
516	inner_info_cols_char_name_printer	T_FUN_SYS_INNER_INFO_COLS_CHAR_NAME_PRINTER	ObExprInnerInfoColsCharNamePrinter	2	1	release	0	eval functions set by ObExprInnerInfoColsCharNamePrinter::cg_expr	1	0	1	information_schema.COLUMNS (see inner_info_cols_column_def_printer)	src/sql/engine/expr/ob_expr_inner_info_cols_printer.cpp:219	s1_unreached_0160
517	inner_info_cols_coll_name_printer	T_FUN_SYS_INNER_INFO_COLS_COLL_NAME_PRINTER	ObExprInnerInfoColsCollNamePrinter	2	1	release	0	eval functions set by ObExprInnerInfoColsCollNamePrinter::cg_expr	1	0	1	information_schema.COLUMNS (see inner_info_cols_column_def_printer)	src/sql/engine/expr/ob_expr_inner_info_cols_printer.cpp:290	s1_unreached_0160
518	inner_info_cols_priv_printer	T_FUN_SYS_INNER_INFO_COLS_PRIV_PRINTER	ObExprInnerInfoColsPrivPrinter	2	1	release	0	eval functions set by ObExprInnerInfoColsPrivPrinter::cg_expr	1	0	1	information_schema.COLUMNS (see inner_info_cols_column_def_printer)	src/sql/engine/expr/ob_expr_inner_info_cols_printer.cpp:361	s1_unreached_0160
